Date,STI,HBAN,SP500,VIX,DOW,spread
2015-09-03,39.33,10.71,1951.13,25.61,4733.5,28.619999999999997
2015-09-04,38.81,10.55,1921.22,27.8,4683.92,28.26
2015-09-08,39.92,10.84,1969.41,24.9,4811.93,29.080000000000002
2015-09-09,39.42,10.71,1942.04,26.23,4756.53,28.71
2015-09-10,39.65,10.82,1952.29,24.37,4796.25,28.83
2015-09-11,39.51,10.81,1961.05,23.2,4822.34,28.699999999999996
2015-09-14,39.6,10.86,1953.03,24.25,4805.76,28.740000000000002
2015-09-15,40.12,10.94,1978.09,22.54,4860.52,29.18
2015-09-16,40.06,11.04,1995.31,21.35,4889.24,29.020000000000003
2015-09-17,39.05,10.69,1990.2,21.14,4893.95,28.36
2015-09-18,37.79,10.36,1958.03,22.28,4827.23,27.43
2015-09-21,38.32,10.52,1966.97,20.14,4828.95,27.8
2015-09-22,37.88,10.33,1942.74,22.44,4756.72,27.550000000000004
2015-09-23,38.0,10.36,1938.76,22.13,4752.74,27.64
2015-09-24,37.72,10.32,1932.24,23.47,4734.48,27.4
2015-09-25,38.55,10.49,1931.34,23.62,4686.5,28.059999999999995
2015-09-28,37.27,10.29,1881.77,27.63,4543.97,26.980000000000004
2015-09-29,37.58,10.44,1884.09,26.83,4517.32,27.14
2015-09-30,38.24,10.6,1920.03,24.5,4620.16,27.64
2015-10-01,38.59,10.69,1923.82,22.55,4627.08,27.900000000000006
2015-10-02,38.29,10.58,1951.36,20.94,4707.78,27.71
2015-10-05,39.23,10.78,1987.05,19.54,4781.26,28.449999999999996
2015-10-06,39.2,10.77,1979.92,19.4,4748.36,28.430000000000003
2015-10-07,39.55,10.9,1995.83,18.4,4791.15,28.65
2015-10-08,39.85,10.92,2013.43,17.42,4810.79,28.93
2015-10-09,39.43,10.79,2014.89,17.08,4830.47,28.64
2015-10-12,39.56,10.86,2017.46,16.17,4838.64,28.700000000000003
2015-10-13,39.31,10.74,2003.69,17.67,4796.61,28.57
2015-10-14,38.5,10.53,1994.24,18.03,4782.85,27.97
2015-10-15,39.52,10.72,2023.86,16.05,4870.1,28.800000000000004
2015-10-16,40.01,10.7,2033.11,15.05,4886.69,29.31
2015-10-19,39.89,10.7,2033.66,14.98,4905.47,29.19
2015-10-20,40.49,10.82,2030.77,15.75,4880.97,29.67
2015-10-21,40.23,10.62,2018.94,16.7,4840.12,29.61
2015-10-22,40.79,10.87,2052.51,14.45,4920.05,29.92
2015-10-23,41.75,11.13,2075.15,14.46,5031.86,30.619999999999997
2015-10-26,41.37,10.97,2071.18,15.29,5034.7,30.4
2015-10-27,41.15,10.9,2065.89,15.43,5030.15,30.25
2015-10-28,42.52,11.35,2090.35,14.33,5095.69,31.17
2015-10-29,42.41,11.3,2089.41,14.61,5074.27,31.109999999999996
2015-10-30,41.52,10.97,2079.36,15.07,5053.75,30.550000000000004
2015-11-02,42.55,11.11,2104.05,14.15,5127.15,31.439999999999998
2015-11-03,42.59,11.13,2109.79,14.54,5145.13,31.46
2015-11-04,42.69,11.2,2102.31,15.51,5142.48,31.49
2015-11-05,43.39,11.33,2099.93,15.05,5127.74,32.06
2015-11-06,44.03,11.65,2099.2,14.33,5147.12,32.38
2015-11-09,43.23,11.57,2078.58,16.52,5095.3,31.659999999999997
2015-11-10,43.75,11.61,2081.72,15.29,5083.24,32.14
2015-11-11,43.45,11.55,2075.0,16.06,5067.02,31.900000000000002
2015-11-12,42.58,11.32,2045.97,18.37,5005.08,31.259999999999998
2015-11-13,41.97,11.22,2023.04,20.08,4927.88,30.75
2015-11-16,42.79,11.42,2053.19,18.16,4984.62,31.369999999999997
2015-11-17,42.95,11.47,2050.44,18.84,4986.02,31.480000000000004
2015-11-18,43.77,11.71,2083.58,16.85,5075.2,32.06
2015-11-19,43.6,11.73,2081.24,16.99,5073.64,31.87
2015-11-20,43.48,11.67,2089.17,15.47,5104.92,31.809999999999995
2015-11-23,43.43,11.65,2086.59,15.62,5102.48,31.78
2015-11-24,43.41,11.66,2089.14,15.93,5102.81,31.749999999999996
2015-11-25,43.31,11.66,2088.87,15.19,5116.14,31.650000000000002
2015-11-27,43.52,11.76,2090.11,15.12,5127.52,31.760000000000005
2015-11-30,43.42,11.69,2080.41,16.13,5108.67,31.730000000000004
2015-12-01,44.0,11.8,2102.63,14.67,5156.31,32.2
2015-12-02,43.36,11.67,2079.51,15.91,5123.22,31.689999999999998
2015-12-03,42.72,11.43,2049.62,18.11,5037.53,31.29
2015-12-04,44.34,11.75,2091.69,14.81,5142.27,32.59
2015-12-07,43.82,11.56,2077.07,15.84,5101.81,32.26
2015-12-08,43.14,11.23,2063.59,17.6,5098.24,31.91
2015-12-09,42.27,11.06,2047.62,19.61,5022.87,31.21
2015-12-10,42.84,11.09,2052.23,19.34,5045.17,31.750000000000004
2015-12-11,41.79,10.82,2012.37,24.39,4933.47,30.97
2015-12-14,41.99,10.84,2021.94,22.73,4952.23,31.150000000000002
2015-12-15,43.3,11.23,2043.41,20.95,4995.36,32.06999999999999
2015-12-16,44.07,11.33,2073.07,17.86,5071.13,32.74
2015-12-17,43.24,11.12,2041.89,18.94,5002.55,32.120000000000005
2015-12-18,42.19,10.82,2005.55,20.7,4923.08,31.369999999999997
2015-12-21,42.45,10.85,2021.15,18.7,4968.92,31.6
2015-12-22,42.8,10.99,2038.97,16.6,5001.11,31.809999999999995
2015-12-23,43.35,11.15,2064.29,15.57,5045.93,32.2
2015-12-24,43.36,11.21,2060.99,15.74,5048.49,32.15
2015-12-28,43.17,11.15,2056.5,16.91,5040.99,32.02
2015-12-29,43.81,11.3,2078.36,16.08,5107.94,32.510000000000005
2015-12-30,43.31,11.17,2063.36,17.29,5065.85,32.14
2015-12-31,42.84,11.06,2043.94,18.21,5007.41,31.78
2016-01-04,41.58,10.7,2012.66,20.7,4903.09,30.88
2016-01-05,41.77,10.72,2016.71,19.34,4891.43,31.050000000000004
2016-01-06,41.2,10.55,1990.26,20.59,4835.76,30.650000000000002
2016-01-07,39.48,10.23,1943.09,24.99,4689.43,29.249999999999996
2016-01-08,38.91,10.05,1922.03,27.01,4643.63,28.859999999999996
2016-01-11,38.71,10.1,1923.67,24.3,4637.99,28.61
2016-01-12,39.39,10.18,1938.68,22.47,4685.92,29.21
2016-01-13,38.1,9.75,1890.28,25.22,4526.06,28.35
2016-01-14,38.26,9.85,1921.84,23.95,4615.0,28.409999999999997
2016-01-15,37.44,9.58,1880.33,27.02,4488.42,27.86
2016-01-19,37.12,9.48,1881.33,26.05,4476.95,27.639999999999997
2016-01-20,36.55,9.26,1859.33,27.59,4471.69,27.29
2016-01-21,36.06,9.0,1868.99,26.69,4472.06,27.060000000000002
2016-01-22,35.27,9.15,1906.9,22.34,4591.18,26.120000000000005
2016-01-25,34.12,8.8,1877.08,24.15,4518.49,25.319999999999997
2016-01-26,35.02,8.05,1903.63,22.5,4567.67,26.970000000000002
2016-01-27,35.3,8.26,1882.95,23.11,4468.17,27.04
2016-01-28,36.32,8.48,1893.36,22.42,4506.68,27.84
2016-01-29,36.58,8.58,1940.24,20.2,4613.95,28.0
2016-02-01,36.11,8.64,1939.38,19.98,4620.37,27.47
2016-02-02,34.37,8.41,1903.03,21.98,4516.95,25.959999999999997
2016-02-03,34.46,8.52,1912.53,21.65,4504.24,25.94
2016-02-04,34.87,8.67,1915.45,21.84,4509.56,26.199999999999996
2016-02-05,34.32,8.58,1880.05,23.38,4363.14,25.740000000000002
2016-02-08,32.6,8.41,1853.44,26.0,4283.75,24.19
2016-02-09,33.16,8.45,1852.21,26.54,4268.76,24.709999999999997
2016-02-10,32.84,8.37,1851.86,26.29,4283.59,24.470000000000006
2016-02-11,31.36,8.01,1829.08,28.14,4266.84,23.35
2016-02-12,33.53,8.44,1864.78,25.4,4337.51,25.090000000000003
2016-02-16,34.29,8.74,1895.58,24.11,4435.96,25.549999999999997
2016-02-17,34.43,8.77,1926.82,22.31,4534.06,25.66
2016-02-18,33.89,8.52,1917.83,21.64,4487.54,25.37
2016-02-19,34.15,8.67,1917.78,20.53,4504.43,25.479999999999997
2016-02-22,34.85,8.84,1945.5,19.38,4570.61,26.01
2016-02-23,33.83,8.61,1921.27,20.98,4503.58,25.22
2016-02-24,33.42,8.54,1929.8,20.72,4542.61,24.880000000000003
2016-02-25,33.8,8.64,1951.7,19.11,4582.2,25.159999999999997
2016-02-26,34.54,8.95,1948.05,19.81,4590.47,25.59
2016-02-29,33.18,8.75,1932.23,20.55,4557.95,24.43
2016-03-01,35.01,9.18,1978.35,17.7,4689.6,25.83
2016-03-02,35.99,9.29,1986.45,17.09,4703.42,26.700000000000003
2016-03-03,36.55,9.6,1993.4,16.7,4707.42,26.949999999999996
2016-03-04,37.05,9.67,1999.99,16.86,4717.02,27.379999999999995
2016-03-07,36.74,9.58,2001.76,17.35,4708.25,27.160000000000004
2016-03-08,35.42,9.35,1979.26,18.67,4648.82,26.07
2016-03-09,35.05,9.34,1989.26,18.34,4674.38,25.709999999999997
2016-03-10,35.67,9.54,1989.57,18.05,4662.16,26.130000000000003
2016-03-11,36.99,9.82,2022.19,16.5,4748.47,27.17
2016-03-14,36.89,9.74,2019.64,16.92,4750.28,27.15
2016-03-15,36.84,9.66,2015.93,16.84,4728.67,27.180000000000003
2016-03-16,36.39,9.48,2027.22,14.99,4763.97,26.91
2016-03-17,36.63,9.55,2040.59,14.44,4774.99,27.080000000000002
2016-03-18,37.19,9.67,2049.58,14.02,4795.65,27.519999999999996
2016-03-21,37.11,9.69,2051.6,13.79,4808.87,27.42
2016-03-22,36.97,9.7,2049.8,14.17,4821.66,27.27
2016-03-23,36.63,9.63,2036.71,14.94,4768.86,27.0
2016-03-24,36.6,9.59,2035.94,14.74,4773.5,27.01
2016-03-28,36.78,9.53,2037.05,15.24,4766.79,27.25
2016-03-29,36.33,9.53,2055.01,13.82,4846.62,26.799999999999997
2016-03-30,36.49,9.59,2063.95,13.56,4869.29,26.900000000000002
2016-03-31,36.08,9.54,2059.74,13.95,4869.85,26.54
2016-04-01,36.62,9.56,2072.78,13.1,4914.54,27.059999999999995
2016-04-04,36.5,9.51,2066.13,14.12,4891.8,26.990000000000002
2016-04-05,35.75,9.41,2045.17,15.42,4843.93,26.34
2016-04-06,36.15,9.54,2066.66,14.09,4920.72,26.61
2016-04-07,35.35,9.3,2041.91,16.16,4848.37,26.05
2016-04-08,35.63,9.33,2047.6,15.36,4850.69,26.300000000000004
2016-04-11,36.03,9.38,2041.99,16.26,4833.4,26.65
2016-04-12,36.75,9.57,2061.72,14.85,4872.09,27.18
2016-04-13,38.45,9.9,2082.42,13.84,4947.42,28.550000000000004
2016-04-14,38.69,9.99,2082.78,13.72,4945.89,28.699999999999996
2016-04-15,38.47,9.93,2080.73,13.62,4938.22,28.54
2016-04-18,38.66,9.96,2094.34,13.35,4960.02,28.699999999999996
2016-04-19,39.24,10.11,2100.8,13.24,4940.33,29.130000000000003
2016-04-20,39.77,10.28,2102.4,13.28,4948.13,29.490000000000002
2016-04-21,39.87,10.22,2091.48,13.95,4945.89,29.65
2016-04-22,41.96,10.25,2091.58,13.22,4906.23,31.71
2016-04-25,41.99,10.16,2087.79,14.08,4895.79,31.830000000000002
2016-04-26,42.44,10.26,2091.7,13.96,4888.28,32.18
2016-04-27,42.57,10.27,2095.15,13.77,4863.14,32.3
2016-04-28,42.07,10.12,2075.81,15.22,4805.29,31.950000000000003
2016-04-29,41.74,10.06,2065.3,15.7,4775.36,31.68
2016-05-02,42.13,10.19,2081.43,14.68,4817.59,31.940000000000005
2016-05-03,41.43,10.01,2063.37,15.6,4763.22,31.42
2016-05-04,40.64,9.86,2051.12,16.05,4725.64,30.78
2016-05-05,40.36,9.87,2050.63,15.91,4717.09,30.490000000000002
2016-05-06,40.63,9.88,2057.14,14.72,4736.16,30.75
2016-05-09,40.36,9.79,2058.69,14.57,4750.21,30.57
2016-05-10,41.46,9.99,2084.39,13.63,4809.88,31.47
2016-05-11,41.4,9.97,2064.46,14.69,4760.69,31.43
2016-05-12,41.35,9.89,2064.11,14.41,4737.33,31.46
2016-05-13,40.56,9.67,2046.61,15.04,4717.68,30.89
2016-05-16,41.08,9.78,2066.66,14.68,4775.46,31.299999999999997
2016-05-17,41.1,9.77,2047.21,15.57,4715.73,31.330000000000002
2016-05-18,42.81,10.29,2047.63,15.95,4739.12,32.52
2016-05-19,42.62,10.22,2040.04,16.33,4712.53,32.4
2016-05-20,42.55,10.23,2052.32,15.2,4769.56,32.31999999999999
2016-05-23,42.49,10.2,2048.04,15.82,4765.78,32.290000000000006
2016-05-24,43.11,10.38,2076.06,14.42,4861.06,32.73
2016-05-25,43.98,10.62,2090.54,13.9,4894.89,33.36
2016-05-26,43.34,10.46,2090.1,13.43,4901.77,32.88
2016-05-27,43.82,10.58,2099.06,13.12,4933.5,33.24
2016-05-31,43.82,10.45,2096.95,14.19,4948.05,33.370000000000005
2016-06-01,43.83,10.51,2099.33,14.2,4952.25,33.32
2016-06-02,44.04,10.56,2105.26,13.63,4971.36,33.48
2016-06-03,43.33,10.36,2099.13,13.47,4942.52,32.97
2016-06-06,43.97,10.53,2109.41,13.65,4968.71,33.44
2016-06-07,43.4,10.41,2112.13,14.05,4961.75,32.989999999999995
2016-06-08,43.49,10.35,2119.12,14.08,4974.64,33.14
2016-06-09,42.97,10.17,2115.48,14.64,4958.62,32.8
2016-06-10,42.48,9.95,2096.07,17.03,4894.55,32.53
2016-06-13,41.89,9.86,2079.06,20.97,4848.44,32.03
2016-06-14,40.75,9.48,2075.32,20.5,4843.55,31.27
2016-06-15,41.01,9.46,2071.5,20.14,4834.93,31.549999999999997
2016-06-16,40.75,9.31,2077.99,19.37,4844.92,31.439999999999998
2016-06-17,41.26,9.3,2071.22,19.41,4800.34,31.959999999999997
2016-06-20,41.64,9.28,2083.25,18.37,4837.21,32.36
2016-06-21,41.67,9.26,2088.9,18.48,4843.76,32.410000000000004
2016-06-22,41.69,9.22,2085.45,21.17,4833.32,32.47
2016-06-23,43.21,9.43,2113.32,17.25,4910.04,33.78
2016-06-24,40.54,8.61,2037.41,25.76,4707.98,31.93
2016-06-27,37.84,8.09,2000.54,23.85,4594.44,29.750000000000004
2016-06-28,39.2,8.37,2036.09,18.75,4691.87,30.830000000000005
2016-06-29,40.04,8.51,2070.77,16.64,4779.25,31.53
2016-06-30,41.08,8.94,2098.86,15.63,4842.67,32.14
2016-07-01,40.71,8.83,2102.95,14.77,4862.57,31.880000000000003
2016-07-05,39.5,8.51,2088.55,15.58,4822.9,30.990000000000002
2016-07-06,40.18,8.52,2099.73,14.96,4859.16,31.66
2016-07-07,40.7,8.58,2097.9,14.76,4876.81,32.120000000000005
2016-07-08,41.44,8.72,2129.9,13.2,4956.76,32.72
2016-07-11,41.87,8.85,2137.16,13.54,4988.64,33.019999999999996
2016-07-12,42.67,9.1,2152.14,13.55,5022.82,33.57
2016-07-13,42.74,9.08,2152.43,13.04,5005.73,33.660000000000004
2016-07-14,43.86,9.23,2163.75,12.82,5034.06,34.629999999999995
2016-07-15,43.5,9.26,2161.74,12.67,5029.59,34.24
2016-07-18,43.39,9.3,2166.89,12.44,5055.78,34.09
2016-07-19,43.27,9.27,2163.78,11.97,5036.37,34.0
2016-07-20,43.27,9.24,2173.02,11.77,5089.93,34.03
2016-07-21,43.17,9.16,2165.17,12.74,5073.9,34.010000000000005
2016-07-22,42.4,9.28,2175.03,12.02,5100.16,33.12
2016-07-25,42.3,9.3,2168.48,12.87,5097.63,33.0
2016-07-26,42.56,9.41,2169.18,13.05,5110.05,33.150000000000006
2016-07-27,42.35,9.42,2166.58,12.83,5139.81,32.93
2016-07-28,42.46,9.46,2170.06,12.72,5154.98,33.0
2016-07-29,42.29,9.5,2173.6,11.87,5162.13,32.79
2016-08-01,41.88,9.38,2170.84,12.44,5184.2,32.5
2016-08-02,41.37,9.27,2157.03,13.37,5137.73,32.099999999999994
2016-08-03,42.05,9.38,2163.79,12.86,5159.74,32.669999999999995
2016-08-04,41.95,9.35,2164.25,12.42,5166.25,32.6
2016-08-05,42.9,9.75,2182.87,11.39,5221.12,33.15
2016-08-08,42.64,9.74,2180.89,11.5,5213.14,32.9
2016-08-09,42.58,9.7,2181.74,11.66,5225.48,32.879999999999995
2016-08-10,41.91,9.54,2175.49,12.05,5204.58,32.37
2016-08-11,42.04,9.57,2185.79,11.68,5228.4,32.47
2016-08-12,41.84,9.48,2184.05,11.55,5232.89,32.36
2016-08-15,42.1,9.68,2190.15,11.81,5262.02,32.42
2016-08-16,42.11,9.64,2178.15,12.64,5227.11,32.47
2016-08-17,42.49,9.66,2182.22,12.19,5228.66,32.83
2016-08-18,42.85,9.51,2187.02,11.43,5240.15,33.34
2016-08-19,42.86,9.51,2183.87,11.34,5238.38,33.35
2016-08-22,42.88,9.65,2182.64,12.27,5244.6,33.230000000000004
2016-08-23,42.69,9.64,2186.9,12.38,5260.08,33.05
2016-08-24,42.7,9.51,2175.44,13.45,5217.69,33.190000000000005
2016-08-25,42.73,9.6,2172.47,13.63,5212.2,33.129999999999995
2016-08-26,43.16,9.69,2169.04,13.65,5218.92,33.47
2016-08-29,43.58,9.76,2180.38,12.94,5232.33,33.82
2016-08-30,44.0,9.89,2176.12,13.12,5222.99,34.11
2016-08-31,44.07,10.01,2170.95,13.42,5213.22,34.06
2016-09-01,43.79,9.96,2170.86,13.48,5227.21,33.83
2016-09-02,43.97,10.02,2179.98,11.98,5249.9,33.95
2016-09-06,43.39,9.86,2186.48,12.02,5275.91,33.53
2016-09-07,43.56,9.9,2186.16,11.94,5283.93,33.660000000000004
2016-09-08,43.88,9.89,2181.3,12.51,5259.48,33.99
2016-09-09,43.39,9.86,2127.81,17.5,5125.91,33.53
2016-09-12,44.13,10.0,2159.04,15.16,5211.89,34.13
2016-09-13,43.79,9.88,2127.02,17.85,5155.25,33.91
2016-09-14,43.41,9.8,2125.77,18.14,5173.77,33.61
2016-09-15,44.11,9.79,2147.26,16.3,5249.69,34.32
2016-09-16,43.71,9.73,2139.16,15.37,5244.57,33.980000000000004
2016-09-19,43.86,9.72,2139.12,15.53,5235.03,34.14
2016-09-20,43.78,9.71,2139.76,15.92,5241.35,34.07
2016-09-21,44.29,9.73,2163.12,13.3,5295.18,34.56
2016-09-22,44.15,9.88,2177.18,12.02,5339.52,34.269999999999996
2016-09-23,44.18,9.9,2164.69,12.29,5305.75,34.28
2016-09-26,42.72,9.61,2146.1,14.5,5257.49,33.11
2016-09-27,43.33,9.74,2159.93,13.1,5305.71,33.589999999999996
2016-09-28,43.59,9.92,2171.37,12.39,5318.55,33.67
2016-09-29,43.15,9.71,2151.13,14.02,5269.15,33.44
2016-09-30,43.8,9.86,2168.27,13.29,5312.0,33.94
2016-10-03,43.77,9.8,2161.2,13.57,5300.87,33.97
2016-10-04,44.73,9.88,2150.49,13.63,5289.66,34.849999999999994
2016-10-05,45.73,10.14,2159.73,12.99,5316.02,35.589999999999996
2016-10-06,45.79,10.16,2160.77,12.84,5306.85,35.629999999999995
2016-10-07,45.69,10.17,2153.74,13.48,5292.4,35.519999999999996
2016-10-10,46.16,10.16,2163.66,13.38,5328.67,36.0
2016-10-11,45.63,10.02,2136.73,15.36,5246.79,35.61
2016-10-12,45.7,9.97,2139.18,15.91,5239.02,35.730000000000004
2016-10-13,44.76,9.72,2132.55,16.69,5213.33,35.04
2016-10-14,45.03,9.82,2132.98,16.12,5214.16,35.21
2016-10-17,44.71,9.66,2126.5,16.21,5199.82,35.05
2016-10-18,45.36,9.8,2139.6,15.28,5243.84,35.56
2016-10-19,46.21,10.03,2144.29,14.41,5246.41,36.18
2016-10-20,46.43,10.14,2141.34,13.75,5241.83,36.29
2016-10-21,45.66,10.06,2141.16,13.34,5257.4,35.599999999999994
2016-10-24,45.45,10.1,2151.33,13.02,5309.83,35.35
2016-10-25,45.17,10.19,2143.16,13.46,5283.4,34.980000000000004
2016-10-26,45.55,10.7,2139.43,14.24,5250.27,34.849999999999994
2016-10-27,45.66,10.75,2133.04,15.36,5215.97,34.91
2016-10-28,45.22,10.56,2126.41,16.19,5190.1,34.66
2016-10-31,45.23,10.6,2126.15,17.06,5189.14,34.629999999999995
2016-11-01,45.31,10.56,2111.72,18.56,5153.58,34.75
2016-11-02,44.74,10.33,2097.94,19.32,5105.57,34.410000000000004
2016-11-03,44.91,10.25,2088.66,22.08,5058.41,34.66
2016-11-04,44.87,10.16,2085.18,22.51,5046.37,34.709999999999994
2016-11-07,46.18,10.45,2131.52,18.71,5166.17,35.730000000000004
2016-11-08,45.6,10.25,2139.56,18.74,5193.49,35.35
2016-11-09,48.14,10.91,2163.26,14.38,5251.07,37.230000000000004
2016-11-10,49.88,11.6,2167.48,14.74,5208.8,38.28
2016-11-11,50.58,11.7,2164.45,14.17,5237.11,38.879999999999995
2016-11-14,52.22,11.96,2164.2,14.48,5218.4,40.26
2016-11-15,52.38,11.96,2180.39,13.37,5275.62,40.42
2016-11-16,50.79,11.93,2176.94,13.72,5294.58,38.86
2016-11-17,51.4,12.23,2187.12,13.35,5333.97,39.17
2016-11-18,51.78,12.5,2181.9,12.85,5321.51,39.28
2016-11-21,51.72,12.44,2198.18,12.42,5368.86,39.28
2016-11-22,52.08,12.52,2202.94,12.41,5386.35,39.56
2016-11-23,52.36,12.61,2204.72,12.43,5380.68,39.75
2016-11-25,52.46,12.56,2213.35,12.34,5398.92,39.9
2016-11-28,51.56,12.26,2201.72,13.15,5368.81,39.300000000000004
2016-11-29,51.14,12.28,2204.66,12.9,5379.92,38.86
2016-11-30,51.95,12.46,2198.81,13.33,5323.68,39.49
2016-12-01,52.71,13.03,2191.08,14.07,5251.11,39.68
2016-12-02,52.04,12.94,2191.95,14.12,5255.65,39.1
2016-12-05,52.54,13.03,2204.71,12.14,5308.89,39.51
2016-12-06,53.79,13.22,2212.23,11.79,5333.0,40.57
2016-12-07,54.46,13.21,2241.35,12.22,5393.76,41.25
2016-12-08,54.79,13.46,2246.19,12.64,5417.36,41.33
2016-12-09,54.84,13.51,2259.53,11.75,5444.5,41.330000000000005
2016-12-12,54.1,13.3,2256.96,12.64,5412.54,40.8
2016-12-13,54.45,13.25,2271.72,12.72,5463.83,41.2
2016-12-14,55.13,13.1,2253.28,13.19,5436.67,42.03
2016-12-15,55.8,13.34,2262.03,12.79,5456.85,42.459999999999994
2016-12-16,55.27,13.02,2258.07,12.2,5437.16,42.25
2016-12-19,55.32,13.09,2262.53,11.71,5457.44,42.230000000000004
2016-12-20,56.17,13.36,2270.76,11.45,5483.94,42.81
2016-12-21,56.02,13.33,2265.18,11.27,5471.43,42.690000000000005
2016-12-22,56.15,13.33,2260.96,11.43,5447.42,42.82
2016-12-23,56.17,13.42,2263.79,11.44,5462.69,42.75
2016-12-27,56.39,13.44,2268.88,11.99,5487.44,42.95
2016-12-28,55.48,13.25,2249.92,12.95,5438.56,42.23
2016-12-29,54.69,13.08,2249.26,13.37,5432.09,41.61
2016-12-30,54.85,13.22,2238.83,14.04,5383.12,41.63
2017-01-03,55.49,13.32,2257.83,12.85,5429.08,42.17
2017-01-04,56.14,13.48,2270.75,11.85,5477.0,42.66
2017-01-05,54.9,13.26,2269.0,11.67,5487.94,41.64
2017-01-06,55.53,13.29,2276.98,11.32,5521.06,42.24
2017-01-09,55.24,13.32,2268.9,11.56,5531.82,41.92
2017-01-10,55.7,13.33,2268.9,11.49,5551.82,42.370000000000005
2017-01-11,56.03,13.44,2275.32,11.26,5563.65,42.59
2017-01-12,55.49,13.32,2270.44,11.54,5547.49,42.17
2017-01-13,55.97,13.47,2274.64,11.23,5574.12,42.5
2017-01-17,53.88,12.95,2267.89,11.87,5538.73,40.93000000000001
2017-01-18,54.36,13.15,2271.89,12.48,5555.65,41.21
2017-01-19,53.84,13.01,2263.69,12.78,5540.08,40.830000000000005
2017-01-20,54.84,13.12,2271.31,11.54,5555.33,41.720000000000006
2017-01-23,55.14,13.06,2265.2,11.77,5552.94,42.08
2017-01-24,56.48,13.25,2280.07,11.07,5600.96,43.23
2017-01-25,58.17,14.02,2298.37,10.81,5656.34,44.150000000000006
2017-01-26,58.26,14.01,2296.68,10.63,5655.18,44.25
2017-01-27,57.75,13.78,2294.69,10.58,5660.78,43.97
2017-01-30,57.27,13.62,2280.9,11.88,5613.71,43.650000000000006
2017-01-31,56.82,13.53,2278.87,11.99,5614.79,43.29
2017-02-01,57.14,13.5,2279.55,11.81,5642.65,43.64
2017-02-02,56.83,13.24,2280.85,11.93,5636.2,43.589999999999996
2017-02-03,57.97,13.61,2297.42,10.97,5666.77,44.36
2017-02-06,57.72,13.53,2292.56,11.37,5663.55,44.19
2017-02-07,57.4,13.48,2293.08,11.29,5674.22,43.92
2017-02-08,56.93,13.4,2294.67,11.45,5682.45,43.53
2017-02-09,57.73,13.55,2307.87,10.88,5715.18,44.17999999999999
2017-02-10,57.76,13.62,2316.1,10.85,5734.13,44.14
2017-02-13,58.14,13.81,2328.25,11.07,5763.96,44.33
2017-02-14,59.59,14.12,2337.58,10.74,5782.57,45.470000000000006
2017-02-15,60.04,14.22,2349.25,11.97,5819.44,45.82
2017-02-16,59.85,14.17,2347.22,11.76,5814.9,45.68
2017-02-17,59.59,14.13,2351.16,11.49,5838.58,45.46
2017-02-21,59.79,14.19,2365.38,11.57,5865.95,45.6
2017-02-22,59.78,14.19,2362.82,11.74,5860.63,45.59
2017-02-23,59.8,14.18,2363.81,11.71,5835.51,45.62
2017-02-24,59.29,14.18,2367.34,11.47,5845.31,45.11
2017-02-27,59.67,14.21,2369.75,12.09,5861.9,45.46
2017-02-28,59.49,14.14,2363.64,12.92,5825.44,45.35
2017-03-01,61.39,14.66,2395.96,12.54,5904.03,46.730000000000004
2017-03-02,59.73,14.29,2381.92,11.81,5861.22,45.44
2017-03-03,60.05,14.4,2383.12,10.96,5870.75,45.65
2017-03-06,59.67,14.31,2375.31,11.24,5849.18,45.36
2017-03-07,59.72,14.24,2368.39,11.45,5833.93,45.48
2017-03-08,59.39,14.18,2362.98,11.86,5837.55,45.21
2017-03-09,59.32,14.21,2364.87,12.3,5838.81,45.11
2017-03-10,58.94,14.19,2372.6,11.66,5861.73,44.75
2017-03-13,58.76,14.21,2373.47,11.35,5875.78,44.55
2017-03-14,58.64,14.08,2365.45,12.3,5856.82,44.56
2017-03-15,57.91,13.93,2385.26,11.63,5900.05,43.98
2017-03-16,58.36,13.92,2381.38,11.21,5900.76,44.44
2017-03-17,57.71,13.73,2378.25,11.28,5901.0,43.980000000000004
2017-03-20,57.27,13.52,2373.47,11.34,5901.53,43.75
2017-03-21,54.4,12.7,2344.02,12.47,5793.83,41.7
2017-03-22,54.18,12.78,2348.45,12.81,5821.64,41.4
2017-03-23,54.85,13.02,2345.96,13.12,5817.69,41.83
2017-03-24,54.81,13.11,2343.98,12.96,5828.74,41.7
2017-03-27,54.34,13.02,2341.59,12.5,5840.37,41.32000000000001
2017-03-28,55.1,13.22,2358.57,11.53,5875.14,41.88
2017-03-29,55.03,13.22,2361.13,11.42,5897.55,41.81
2017-03-30,56.08,13.59,2368.06,11.54,5914.34,42.489999999999995
2017-03-31,55.3,13.39,2362.72,12.37,5911.74,41.91
2017-04-03,55.46,13.35,2358.84,12.38,5894.68,42.11
2017-04-04,55.25,13.31,2360.16,11.79,5898.61,41.94
2017-04-05,54.8,13.07,2352.95,12.89,5864.48,41.73
2017-04-06,55.56,13.2,2357.49,12.39,5878.95,42.36
2017-04-07,55.35,13.12,2355.54,12.87,5877.81,42.230000000000004
2017-04-10,54.86,13.0,2357.16,14.05,5880.93,41.86
2017-04-11,54.97,13.0,2353.78,15.07,5866.77,41.97
2017-04-12,53.99,12.86,2344.93,15.77,5836.16,41.13
2017-04-13,53.45,12.59,2328.95,15.96,5805.15,40.86
